job_id,source,job_title,company,location,location_final,description,skills,careers_required,date_posted,date_posted_norm,url,career_tag,soft_skills_detected,extraction_date,description_final,EURACE_skills,initial_skills
95c89fb16943cb88837c9f00c8fe59fc886b71108157b011d982adc1d95c0eaa,jooble,Trabajador De Producción General,,"Ocala, FL",united states,"&nbsp;...Descripción 
 El candidato ayudará a empacar y apilar contenedores <b>de </b>palomitas de maíz. Insertará un divisor de cartón en latas metálicas de palomitas, llenará <b>la </b>lata con tres tipos de palomitas, colocará la tapa, sellará la lata y la empacará en una caja. 
 Habilidades...&nbsp;",,[],2025-05-15T00:00:00.0000000,2025-05-15,https://jooble.org/jdp/-8844311570891604043,,[],2025-06-11,"Descripción El candidato ayudará a empacar y apilar contenedores de palomitas de maíz. Insertará un divisor de cartón en latas metálicas de palomitas, llenará la lata con tres tipos de palomitas, colocará la tapa, sellará la lata y la empacará en una caja. Habilidades.",,
3311f9b03bfa904a07584c999ec3019db2e8f167b7213e3c13dc1961713f7911,jooble,CNC Programmer Specialist,Belcan,"Irvine, CA",united states,"&nbsp;...Ubicación: Irvine, CA
Código <b>de </b>área: 949, 714
Código postal:...&nbsp;&nbsp;...édico con receta, dental y de <b>la </b>vista desde la fecha de contrataci...&nbsp;&nbsp;...alcance la eficiencia de <b>producción.</b>

Responsabilidades:
* Proporciona...&nbsp;&nbsp;...según la especificación de <b>ingeniería </b>de fabricación o el plano.
*...&nbsp;",,[],2025-05-19T18:04:17.4370000,2025-05-19,https://jooble.org/jdp/8477893875805544082,,[],2025-06-11,"Ubicación: Irvine, CA Código de área: 949, 714 Código postal:. édico con receta, dental y de la vista desde la fecha de contrataci. alcance la eficiencia de producción. Responsabilidades: Proporciona. según la especificación de ingeniería de fabricación o el plano.",,
e96c7e8573f2777e824ccc1c319c78e330e48d5113c1cf16154e82378dd1c2e6,jooble,Asociado de producción en BMW,MAU Workforce Solutions,"Greer, SC",united states,"Asociado <b>de producción </b>en BMW
¡Obtenga mejores beneficios para una vida mejor con MAU en BMW en Greer, SC! Este puesto, con un empleador de...&nbsp;&nbsp;...desea acelerar su proceso de contratación, puede visitarnos en <b>la </b>oficina de MAU Greenville, ubicada en 7993 Pelham Road en Greenville...&nbsp;",,[],2025-04-28T20:11:03.7030000,2025-04-28,https://jooble.org/jdp/-1515544886519299292,,[],2025-06-11,"Asociado de producción en BMW ¡Obtenga mejores beneficios para una vida mejor con MAU en BMW en Greer, SC! Este puesto, con un empleador de. desea acelerar su proceso de contratación, puede visitarnos en la oficina de MAU Greenville, ubicada en 7993 Pelham Road en Greenville.",,
163b6dfc29321282e479112a38bca844fc5488345c8eabf8915badf079f16fb9,jooble,Acabador de Concreto | Concrete Finisher,HEI Civil - Carolinas,"Charlotte, NC",united states,"&nbsp;...sido un líder indiscutible en contrataciones por más <b>de </b>50 años, con operaciones en Colorado, las Carolinas y...&nbsp;&nbsp;...unas a nuestro equipo. Con un enfoque incansable en <b>la </b>seguridad, las personas, la calidad y la <b>producción,</b> abordamos diversos proyectos que van desde carreteras...&nbsp;",,[],2025-05-18T07:06:00.0953830+00:00,2025-05-18,https://jooble.org/jdp/-3677716779382078356,,[],2025-06-11,"sido un líder indiscutible en contrataciones por más de 50 años, con operaciones en Colorado, las Carolinas y. unas a nuestro equipo. Con un enfoque incansable en la seguridad, las personas, la calidad y la producción, abordamos diversos proyectos que van desde carreteras.",,
3003a4de81e41ae3990d2dfa9f775289fa013b3997b344308c805c93437938b1,jooble,Asociados de Producción,"Adecco US, Inc.","Shafter, CA",united states,"&nbsp;...personas confiables para unirse a nuestro Centro <b>de </b>Distribución de ROSS en Shafter, CA. ¡...&nbsp;&nbsp;...de escanear, seleccionar y distribuir <b>la </b>mercancía en las cajas de salida. Utilizar...&nbsp;&nbsp;...semanal a partir de $ 18.50/hr
+ ¡Bonos de <b>producción </b>semanales!
+ ¡Oportunidades de trabajo a largo...&nbsp;",,[],2025-05-31T00:00:00.0000000,2025-05-31,https://jooble.org/jdp/390918798965217685,,[],2025-06-11,"personas confiables para unirse a nuestro Centro de Distribución de ROSS en Shafter, CA. ¡. de escanear, seleccionar y distribuir la mercancía en las cajas de salida. Utilizar. semanal a partir de $ 18. 50/hr + ¡Bonos de producción semanales! + ¡Oportunidades de trabajo a largo.",,
2d6a621e1b31e0df1262cfa9bebb615eeb5639ef83c595bb36a8a4e3b3a183f5,jooble,Miembro del equipo de producción,Chick-fil-A,"Buda, TX",united states,"&nbsp;...En Chick-fil-A Buda, el rol <b>de </b>miembro del equipo de <b>producción </b>es más que un trabajo; Es una oportunidad. Además de trabajar directamente para un propietario...&nbsp;&nbsp;...garantizar que todos los huéspedes reciban el servicio y <b>la </b>comida exclusivos de Chick-fil-A.  Tipo de posición: 
~...&nbsp;",,[],2025-05-05T00:00:00.0000000,2025-05-05,https://jooble.org/jdp/1588613882088315202,,[],2025-06-11,"En Chick-fil-A Buda, el rol de miembro del equipo de producción es más que un trabajo; Es una oportunidad. Además de trabajar directamente para un propietario. garantizar que todos los huéspedes reciban el servicio y la comida exclusivos de Chick-fil-A. Tipo de posición: ~.",Trabajo en equipo,trabajo en equipo
703ec9d1d63fda2bd1ee97d7ed5c8913e4d3129943b9332979e8466a5fa4276a,jooble,Miembro del equipo de producción de cocina,Chick-fil-A,"Pooler, GA",united states,"&nbsp;...Miembro del equipo <b>de producción </b>de cocina - Chick-fil-A Pooler ¡Únase a <b>la </b>ubicación de Chick-fil-A más concurrida de Georgia!
¿Te apasiona trabajar en un entorno de cocina acelerado? ¿Prosperas en un ambiente orientado al trabajo en equipo donde puedes desarrollar...&nbsp;",,[],2025-06-02T00:00:00.0000000,2025-06-02,https://jooble.org/jdp/-1579276475257404096,,[],2025-06-11,Miembro del equipo de producción de cocina - Chick-fil-A Pooler ¡Únase a la ubicación de Chick-fil-A más concurrida de Georgia! ¿Te apasiona trabajar en un entorno de cocina acelerado? ¿Prosperas en un ambiente orientado al trabajo en equipo donde puedes desarrollar.,Trabajo en equipo,trabajo en equipo
1b30ac601db11e2020735b8f469411dabd612ea0bfb8a41fb779f78e7e6b72fb,jooble,Asociados de Producción - Marcadores,"Adecco US, Inc.","Buckeye, AZ",united states,"&nbsp;...responsables y orientadas a los detalles para unirse a nuestro Centro <b>de </b>Distribución de ROSS como Marcadores.**
En este puesto, serás...&nbsp;&nbsp;...en las líneas de marcado
+ Verificar y emparejar las etiquetas con <b>la </b>mercancía y colocar las etiquetas de ROSS correctamente
+ Seguir todas...&nbsp;",,[],2025-05-20T00:00:00.0000000,2025-05-20,https://jooble.org/jdp/8357712976801435576,,[],2025-06-11,"responsables y orientadas a los detalles para unirse a nuestro Centro de Distribución de ROSS como Marcadores. En este puesto, serás. en las líneas de marcado + Verificar y emparejar las etiquetas con la mercancía y colocar las etiquetas de ROSS correctamente + Seguir todas.",,
44105980320509161040fc329d303492fabd81d46bd8d08c33b77a437a7c9d51,jooble,Jefe de turno - Popeyes- Roma (Shorter Ave) / Roma (Turner McCall),Popeyes,"Rome, GA",united states,"&nbsp;...Miembro del equipo <b>de </b>Popeyes - Oportunidades de crecimiento profesional  Resumen de <b>la </b>posición: 
 Si te encanta ese pollo en Popeyes®, ¡entonces también te encantará ese  cheque de pago  en Popeyes®! Como miembro del equipo de Popeyes® Louisiana Kitchen, desempeñar...&nbsp;",,[],2025-05-29T00:00:00.0000000,2025-05-29,https://jooble.org/jdp/6276278008961866939,,[],2025-06-11,"Miembro del equipo de Popeyes - Oportunidades de crecimiento profesional Resumen de la posición: Si te encanta ese pollo en Popeyes, ¡entonces también te encantará ese cheque de pago en Popeyes! Como miembro del equipo de Popeyes Louisiana Kitchen, desempeñar.",,
3f647c76ea9107eecbc43eb7c5e474f6b192995558718ed1aa4c22a12f499620,jooble,Warehouse Associate/ Asociado de almacen,MasterBrand Cabinets LLC,"Louisville, KY",united states,"&nbsp;...er turno 

• Pago por hora comienza en $16.75 por hora + bono <b>de producción </b>

• Seguro médico, visión, y dental. 

• Vacaciones pagadas...&nbsp;&nbsp;...upon plant location, please check with HR for details 
 Toda <b>la </b>cobertura de seguro que esperaría, incluidos seguros médicos, dentales...&nbsp;",,[],2025-06-09T09:33:09.7930000,2025-06-09,https://jooble.org/jdp/3446704224132668986,,[],2025-06-11,"er turno Pago por hora comienza en $16. 75 por hora + bono de producción Seguro médico, visión, y dental. Vacaciones pagadas. upon plant location, please check with HR for details Toda la cobertura de seguro que esperaría, incluidos seguros médicos, dentales.",,
77c3aa0191c60d59e26f4950c138328c4a44dbdc87360796081773011a24e651,jooble,Instalador de Estructura (Structural Fitter),"RK Mechanical, Inc.","Henderson, CO",united states,"Description

Descripción General <b>de la </b>Compañía RK  
 
Como una empresa familiar de segunda generación,RK Industries, LLC (RK) ofrece...&nbsp;&nbsp;...con otros miembros del equipo para alcanzar objetivos de <b>producción </b>y plazos.
~Solucionar problemas y resolver cualquier inconveniente...&nbsp;",,[],2025-03-19T03:42:16.9470000,2025-03-19,https://jooble.org/jdp/-8882432509388056190,,[],2025-06-11,"Description Descripción General de la Compañía RK Como una empresa familiar de segunda generación,RK Industries, LLC (RK) ofrece. con otros miembros del equipo para alcanzar objetivos de producción y plazos. ~Solucionar problemas y resolver cualquier inconveniente.",,
134a8607ab14763575297057b4d4f5a0caa6623b2ee195e68b1ded37e29b49a2,jooble,Superintendente de Producción | Production Superintendent,HEI Civil - Texas,"Austin, TX",united states,"&nbsp;...sido un líder indiscutible en contrataciones por más <b>de </b>50 años, con operaciones en Colorado, las Carolinas y...&nbsp;&nbsp;...unas a nuestro equipo. Con un enfoque incansable en <b>la </b>seguridad, las personas, la calidad y la <b>producción,</b> abordamos diversos proyectos que van desde carreteras...&nbsp;",,[],2025-05-30T15:12:55.2800000,2025-05-30,https://jooble.org/jdp/6567865091196686716,,[],2025-06-11,"sido un líder indiscutible en contrataciones por más de 50 años, con operaciones en Colorado, las Carolinas y. unas a nuestro equipo. Con un enfoque incansable en la seguridad, las personas, la calidad y la producción, abordamos diversos proyectos que van desde carreteras.",,
8690e9b765db04e8aeb9e005c1f66a43e69abafcfc35e260d859cb715814233b,jooble,Trabajado de Cosecha (Temporal),JUSTIN Vineyards & Winery,"Paso Robles, CA",united states,"&nbsp;...JUSTIN Vineyards & Winery esta contratando para <b>la </b>temporada <b>de </b>Cosecha 2025! Si eres un gran trabajador y tienes curiosidad por aprender...&nbsp;&nbsp;...50+ horas por semana) ubicado en Paso Robles, CA (planta de <b>producción </b>de Wisteria Lane).  
  Job Description 

 Completa las...&nbsp;",,[],2025-06-05T00:00:00.0000000,2025-06-05,https://jooble.org/jdp/4564866799891372559,,[],2025-06-11,"JUSTIN Vineyards & Winery esta contratando para la temporada de Cosecha 2025! Si eres un gran trabajador y tienes curiosidad por aprender. 50+ horas por semana) ubicado en Paso Robles, CA (planta de producción de Wisteria Lane). Job Description Completa las.",Aprendizaje autónomo,curiosidad
e484f8b67275f09f3d00deeca17fbb1e452dcc1b6312f516ee70e49948249b0e,jooble,Asociado de Fabricación,"Adecco US, Inc.","Casa Grande, AZ",united states,"&nbsp;...contratando inmediatamente para trabajos <b>de </b>Asociado de Fabricación en Price Industries...&nbsp;&nbsp;...especificaciones del cliente.
Requisitos:
+ Debe pasar <b>la </b>asignación básica de lectura de reglas y...&nbsp;&nbsp;...todo el turno y moverse por la planta de <b>producción
</b>¿Qué hay en esto para ti?
+ Pago semanal a...&nbsp;",,[],2025-05-03T00:00:00.0000000,2025-05-03,https://jooble.org/jdp/-3200743115465706678,,[],2025-06-11,contratando inmediatamente para trabajos de Asociado de Fabricación en Price Industries. especificaciones del cliente. Requisitos: + Debe pasar la asignación básica de lectura de reglas y. todo el turno y moverse por la planta de producción ¿Qué hay en esto para ti? + Pago semanal a.,,
07421fb8cf2ed7d617157bc1f945934d7762e5a7b01e3bb029ce7dc450673c40,jooble,Operador De Maquina,SourceNow LLC,"Carrollton, TX",united states,"&nbsp;...Job Description: 
~ Preparación <b>de </b>máquinas: Preparar <b>la </b>maquinaria para la <b>producción,</b> realizar calibraciones y limpiarla. 
~ Mantenimiento de máquinas: Realizar mantenimiento rutinario menor, reparar averías menores e inspeccionar la maquinaria para detectar problemas...&nbsp;",,[],2025-06-09T18:44:19.8000000,2025-06-09,https://jooble.org/jdp/-7125371350858068126,,[],2025-06-11,"Job Description: ~ Preparación de máquinas: Preparar la maquinaria para la producción, realizar calibraciones y limpiarla. ~ Mantenimiento de máquinas: Realizar mantenimiento rutinario menor, reparar averías menores e inspeccionar la maquinaria para detectar problemas.",,
d16adc85664c1471c3023004c5b0ff972b9f2a5aa13e59f9618e61a673c93b24,jooble,Cuidador De Granjas de Cerdos,Prestage,"Clinton, NC",united states,"&nbsp;...Prestage Farms  es un productor líder <b>de </b>carne de cerdo y aves de alta calidad. Con...&nbsp;&nbsp;...a nuestro equipo y descubrir lo mejor en <b>producción </b>porcina y avícola. 
 El  cuidador de cerdos...&nbsp;&nbsp;...actividades diarias relacionadas con el parto, <b>la </b>cría, el cuidado, y la limpieza general de...&nbsp;",,[],2025-04-15T20:14:01.3589746+00:00,2025-04-15,https://jooble.org/jdp/4414712011474831685,,[],2025-06-11,"Prestage Farms es un productor líder de carne de cerdo y aves de alta calidad. Con. a nuestro equipo y descubrir lo mejor en producción porcina y avícola. El cuidador de cerdos. actividades diarias relacionadas con el parto, la cría, el cuidado, y la limpieza general de.",,
9c8c61dc362190beb8e35ee7adcde476800814909f8a968d6cfbcf5d42010acb,jooble,Construction Laborer (Obrero de la Construcción),"MH CIVIL CONSTRUCTORS, INC","Amarillo, TX",united states,"&nbsp;...strengths, preferences, and areas of interest, so that we can tailor your experience to match your potential. 
 El reto: 
 El Obrero <b>de la </b>Construcción realizará una amplia gama de tareas laborales físicas en apoyo de los trabajadores en el sitio de construcción. 
 Lo...&nbsp;",,[],2025-04-02T13:22:26.9500000,2025-04-02,https://jooble.org/jdp/6268843930131612442,,[],2025-06-11,"strengths, preferences, and areas of interest, so that we can tailor your experience to match your potential. El reto: El Obrero de la Construcción realizará una amplia gama de tareas laborales físicas en apoyo de los trabajadores en el sitio de construcción. Lo.",,
b92632f8bc4ab40b55406cac9b79925b42ff627e91350d220da80f7c1a5af652,jooble,Operador de Producción (Pharmacy Operator),5TH HQ,"Davie, FL",united states,"&nbsp;...Posición: Operador <b>de Producción </b>
 Ubicación:  Davie, FL 
 Horario:  Lunes a Viernes, de 5:30 a.m. a 2:00 p.m. 
 Salario:  $14 por hora...&nbsp;&nbsp;...y ordenada. 
 Limpiar y preparar el equipo antes de comenzar <b>la </b>producción. 
 Completar la documentación del lote de producció...&nbsp;",,[],2025-06-05T19:02:15.8330000,2025-06-05,https://jooble.org/jdp/-2446137804006043092,,[],2025-06-11,"Posición: Operador de Producción Ubicación: Davie, FL Horario: Lunes a Viernes, de 5:30 a. m. a 2:00 p. m. Salario: $14 por hora. y ordenada. Limpiar y preparar el equipo antes de comenzar la producción. Completar la documentación del lote de producció.",,
7d59fdecc5f1befd8a367d13bd320165cf14d7fcca51b4876468ce177c1db7c0,jooble,Oprateur(trice) de production,GD Ordnance and Tactical Systems,Canada,canada,"&nbsp;...Responsibilities for this Position 

 Oprateur(trice) <b>de </b>production 
 CA-QC-Salaberry-de-Valleyfield 
 Job ID:  2025-34195
 Type:...&nbsp;&nbsp;...munitions et de propulsifs destins aux forces militaires.  Le  souci  e  <b>la </b>qualit de nos produits et linnovation ainsi que notre haut niveau...&nbsp;",,[],2025-05-24T00:00:00.0000000,2025-05-24,https://jooble.org/jdp/5336069770292058383,,[],2025-06-11,"Responsabilidad de este puesto de operador (Trice) CA-QC-Salaberry-de-Valleyfield ID de trabajo: 2025-34195 Tipo:. Destinos de municiones y propulsiones a las fuerzas militares. La preocupación por la calidad de nuestros productos y la linnovación, así como nuestro alto nivel.",Ética profesional,responsabilidad
996ff5a0b0e0a0c1f59cae35c36264fac2bb308e4610600a0648a4d13017da1a,jooble,Operador/a De Maquinas,,"Leesburg, FL",united states,"&nbsp;...Operador/a <b>de </b>Máquinas 
 Ubicación: Leesburg, FL 
 Tipo de Empleo: Tiempo Completo...&nbsp;&nbsp;...arás un papel clave en nuestro proceso de <b>producción </b>al: 
 Operar y monitorear máquinas de mezclado...&nbsp;&nbsp;...y descargar materiales, así como preparar <b>la </b>maquinaria. 
 Realizar inspecciones...&nbsp;",,[],2025-06-06T00:00:00.0000000,2025-06-06,https://jooble.org/jdp/834127643409066689,,[],2025-06-11,"Operador/a de Máquinas Ubicación: Leesburg, FL Tipo de Empleo: Tiempo Completo. arás un papel clave en nuestro proceso de producción al: Operar y monitorear máquinas de mezclado. y descargar materiales, así como preparar la maquinaria. Realizar inspecciones.",,
c87b9cece486755653be0f62bec58f86476ade563c6fd0e7ee79908c03908094,jooble,Ingeniero De Procesos - Process Engineer,DP World,Puerto Rico,puerto rico,"¡Únete a nuestro equipo <b>de </b>almacén! ¡DP World se incorpora a <b>la </b>zona!
 
 Join Our Warehouse Team – DP World is New to the Area! We're New to the Area...&nbsp;&nbsp;...también incluyen la gestión de proyectos de <b>ingeniería,</b> la recomendación de compra de equipos y la colaboraci...&nbsp;",,[],2025-05-18T07:23:50.1900867+00:00,2025-05-18,https://jooble.org/jdp/5497757598231473172,,[],2025-06-11,"¡Únete a nuestro equipo de almacén! ¡DP World se incorpora a la zona! Join Our Warehouse Team DP World is New to the Area! We're New to the Area. también incluyen la gestión de proyectos de ingeniería, la recomendación de compra de equipos y la colaboraci.",Gestión,planificación
6fa1f78c6a68123fd9570a7eb1f5c6b3e7ac26423cd035213e6d1d2af8f28aa4,jooble,Primary Finish Technician 2nd shift,Belcan,"Sylmar, CA",united states,"&nbsp;.../M/Disability/Veterans

Puesto: Técnico <b>de </b>pulido
Salario: $23.75/hora
Ubicación: Sylmar...&nbsp;&nbsp;...hacia afuera.

*Opciones de ahorro para <b>la </b>jubilación, atención médica, dental y de...&nbsp;&nbsp;...técnicas, interpretar planos de <b>ingeniería </b>y términos técnicos.
* Estar atento a inconsistencias...&nbsp;",,[],2025-05-30T16:44:37.6630000,2025-05-30,https://jooble.org/jdp/-7251218752770828088,,[],2025-06-11,"/M/Disability/Veterans Puesto: Técnico de pulido Salario: $23. 75/hora Ubicación: Sylmar. hacia afuera. Opciones de ahorro para la jubilación, atención médica, dental y de. técnicas, interpretar planos de ingeniería y términos técnicos. Estar atento a inconsistencias.",,
594435df059919ec0f694b3d7e792f5649fcd70dd1b9b22dd1fd99dd35eedb24,jooble,cad280 Coatings Chemical Operator- 2nd,Belcan,"Mojave, CA",united states,"&nbsp;...: Mojave, CA
Salario: $20.5 / Hr
Código <b>de </b>área: 661
Código postal: 93501
Fecha de...&nbsp;&nbsp;...dentro.
*Opciones médicas, dentales, de <b>la </b>vista, de ahorro para la jubilación, reembolso...&nbsp;&nbsp;...los estándares de calidad sin retrasar la <b>producción</b>
* Mantener un lugar de trabajo limpio y...&nbsp;",,[],2025-06-03T18:47:59.8270000,2025-06-03,https://jooble.org/jdp/5235387413846256616,,[],2025-06-11,"Mojave, CA Salario: $20. 5 / Hr Código de área: 661 Código postal: 93501 Fecha de. dentro. Opciones médicas, dentales, de la vista, de ahorro para la jubilación, reembolso. los estándares de calidad sin retrasar la producción Mantener un lugar de trabajo limpio y.",,
